text,aspect,label
Málokde? já na ní narazím docela často :) ale když řeknu točenou kofolu tak chci točenou kofolu a ne kofeinu :) aspoň na to upozornit že to není kofola...,točenou kofolu,neutral
"Byl jsem zde s celou rodinou, musím vřele doporučit, skvělé jídlo kachna, to byla báseň, cheesecake výborný, ryba, polévka vše naprosto v pořádku!",cheesecake,positive
"Všechno je tu úplně dokonalé, není lepší restarace v Evropě.",restarace,positive
"Servírky byly milé slečny, vždy se přišly zeptat, jestli něco nepotřebujeme, ale zase zbytečně neobskakovaly, což jsme kvitovali s povděkem",Servírky,positive
"Obsluha byla příjemná (mnohem víc než v mnohých restauracích, kam jdeme jen tak, bez voucheru), jídlo opět vynikající!",jídlo,positive
"Měli jsme svatbu,výborné jídlo a příjemný personál",personál,positive
Příště si raději dám sekanou v bulce z Globusu,sekanou,neutral
"Nikdy více, ještě mi zbyl jeden voucher, ale nikdo mě tam již víc nedostane",voucher,negative
"K jídlu: místo bagetky dostanete opečený chleba se směsí a sýrem, jako ve 4. cenové, steak chutnal dobře, ale nevchápu proč nám ho dával do mikrovlnky, příloha katastrofa, hlavně bramborové lupínky s rozmarýnem (to opravdu nemohli myslet váženě)",opečený chleba se směsí a sýrem,negative
"Byly jsme s přítelem na Valnovce na večeři ochotná obsluha a výborné jídlo a bezva porce,co se týče ubytování nebyl problém s rezervací naší svatby a paní majitelka vstřícná a ochotná nám ve všem vyhovět vřele doporučuji",jídlo,positive
"špinavel lokál, fuj. Sidikmane styď se!!! Děláš ostudu homosexuálům!!! A přestaň už okrádat lidi, nebo tě fakt zavřou!!!",lokál,negative
"A pozor, hlavně tam nechoďte s dětmi, neradi je tam vidí(ani když každému z nich objednáte lososa)",lososa,neutral
z medium steaku se vyklubal z 1/3 syrovy doplneny o omacku pry s peprem,steaku,negative
"Tak jsme navšívili nově otevřenou pizzerku pepino (dříve san marino), co se týče cen, tak teda dost hrůza. Opravdu vysoké.",pizzerku,neutral
Jídlo famózní obsluha příjemná tataráček byl jemný jak pohlazení a steaky ještě teď se mi zbíhají sliny ale pak při další návštěvě?Hrůza.,obsluha,positive
"Nikdo si nás nevšímal - upozorňuji že restaurace nebyla plná ani z třetiny! Všimli jsme si také, že číšníci se neustále vraceli s jídlem na reklamaci - jednalo se vždy o burgery.",restaurace,neutral
dost dobra pizza mexicana doporučuji servírky příjemný,servírky,positive
"Jediný problém je, že v české hospodě nemají Kofolu, ale jen ty americký srágory (Coca-Cola), který ze zásady nepiju. Tohle by stálo za to změnit. Kofola by sem padla jak ulitá!",hospodě,neutral
"Předražené jídlo, cena neodpovídá kvalitě",jídlo,negative
Jídlo absolutní katastrofa a servis se neumí chovat,Jídlo,negative
"Dobrý den, včera jsem navštívil s rodinou restauraci Musta koira poprvé",restauraci,neutral
"Vynikající, příjemné prostředí, vše čisté, jídlo chutné.",prostředí,positive
"Měli jsme tam svatbu, vše perfektně připravené, výborný oběd: šunková rolka, polévka s játr. knedlíčky a svíčková - všem moc chutnalo.",svíčková,neutral
Nemůžu si stěžovat jídlo mělo stejné parametry na jaké jsme v tomto podniku zvyklí tedy výborné a mladý číšník velmi ochotný s příjemným vystupováním příjemné posezení na jaké jsme zvyklí naprostá spokojenost,číšník,positive
"Po 14 dnech volání to na druhé straně konečně někdo zvedl, pan majitel",majitel,negative
"Dostal totiž tenký kousek masa, který byl udělaný naprosto ""do mrtva",masa,negative
TUTO RESTAURACI NEDOPORUČUJI ANI SVÉMU NEJVĚTŠÍMU NEPŘÍTELI,RESTAURACI,negative
"DĚKUJEME!!!Dobré jídlo i pití,,akce byla v salonku v restauraci moc lidí nebylo,ale to nic nemění na tom ,že tam dobře vaři personál je příjemný",vaři,positive
"Jídlo celkem slušné, jen malé porce a navíc steaky nebyly propečené dle přání zákazníka",Jídlo,positive
"Jidlo stálo za prd... nemelo chut, obsluha nepříjemná, nedoporučuji!",obsluha,negative
Restauraci sklípek už nikdy!!!,Restauraci,negative
"Do téhle restaurace chodím velmi rád,vždy výborna obsluha rychlá a milá,kuchaři super vaří,velmi dobré ceny a příjemné prostředí bez cigaretového smradu a není zde špína jako v některých jiných restauracích,číšnik vždy upraven ,jsem rád za takový pestrý výběr jídel VELMI DOPORUČUJI VŠEM,BUDETE SPOKOJENI",ceny,positive
"Jak by se asi taky uživila restaurace, kde většina jídel je se slevou 61% v centru Prahy",slevou,neutral
Děkujeme personálu hotelu za dobré jídlo a ochotu.,jídlo,positive
"Po snědění hovězího líčka se zauzenou kaší a vypití 0,5 l piva bych čekala zasycení jako v jiné restauraci nebo jako při 1. návštěvě (stejk, domácí pečivo, 0,5l piva).",piva,negative
Obsluha se mi chodila omlouvat za zdržení a pak přišel i kuchař s omluvou a to by neměl dělat působí to vlezle a navíc jídlo bylo z 1/4 syrové a nedochucené,Obsluha,neutral
"Zavítalli jsme tam s paní na večeři,opravdu příjemné prostředí,milá obsluha,dokonce jsme se tam i zapovídali s provozní,která byla velmi sypmatická a přinesla nám sklenku grappy reserv zdarma jako pozornost podniku.",prostředí,positive
Vždyť se tam v poslední době nedá pít už ani to kafe! ..,kafe,negative
"Neuvěřitelně odporný jídlo, poprvé jsem to brala jako náhodu, po druhé už s přivřením oka, ale i napotřetí bylo jídlo hnus",jídlo,negative
"Obsluha byla výborná, i když na můj vkus jsme docela dlouho čekali na objednání, ale restaurace byla téměř plná, to se dá pochopit.",Obsluha,positive
"Do téhle restaurace chodím velmi rád,vždy výborna obsluha rychlá a milá,kuchaři super vaří,velmi dobré ceny a příjemné prostředí bez cigaretového smradu a není zde špína jako v některých jiných restauracích,číšnik vždy upraven ,jsem rád za takový pestrý výběr jídel VELMI DOPORUČUJI VŠEM,BUDETE SPOKOJENI",restaurace,positive
"Špína, smrad z kuchyně, otrávená obsluha. Doporučení - nechodit!",kuchyně,negative
"Problém vidím spíše v odporných záchodech, které mi připomněly Ukrajinu, celé prostředí působí zasmušile a necítil jsem se tam po této stránce moc dobře",prostředí,negative
Doporučuji tuto restauraci.Jídlo zde není drahé a je velice chutné.Obsluha je velmi příjemná.,Obsluha,positive
"Prý to nejde, tatarák kuchaři dělají NĚKOLIK DNÍ dopředu!!!!",tatarák,neutral
"O oblečenosti snad nemluvím vytahaný triko staropramen roztrhaný rifle kdyby se ten číšník blonďatej usmál, byl příjemnej a trošku se choval jako číšník a ne nosič jídla,pití tak oblečení vem čert,.",nosič,negative
"Taky si dejte pozor na menu, ve kterém je sice napsáno, že všechna jídla mají stejnou cenu, není tomu tak, budete nepříjemně překvapeni při placení.",jídla,neutral
"Super jídlo, příjemný hotel za dobrou cenu.",cenu,positive
"Přiteplenej vlezlej provozní, lítal po restauraci jak raketa.",provozní,negative
"Rozhodla jsem se zkusit zde americkou snídani, kde je možnost výběru úpravy vajec.",vajec,neutral
Ceny = směr Praha centrum,Ceny,negative
"Jistě nejedná se o Alcron, ale rychlá a milá obsluha v osobě pana majitele, pro nás byla po přečtení předcházejících recenzí, velmi příjemným překvapením",majitele,positive
"Byli jsme zde na mix grillu (voucher), jídlo odpovídalo nabídce, jednoduché, ale dobré.",jídlo,positive
Děkujeme za velmi dobré jídlo pro celou rodinu.Moc jsme si pochutnali a všem tuto restauraci doporučuji.,jídlo,positive
"Jídlo průměr, dosti zakouřené prostředí, výběr pití slabý.",prostředí,negative
"Děkujeme za výborné jídlo a obsluhu na páteční akci, velká naše spokojenost a velmi nás překvapila přívětivá obsluha s tím jsme se jinde nesetkali další akci máme již v unoru.",obsluhu,positive
Obsluha moc milá a pozorná... jídlo jak kdy... nekdy vázne skvelé ale obcas za ty penize nic moc... zalezi trochu na stesti...,Obsluha,positive
"Pro představu a inspiraci pro čtenáře bych rád uvedl restauraci, která se snaží inspirovat Pohlreichem - Restaurace u Dudáka ve Strakonicích => jsme častými hosty a zatím jsme neměli nikdy závažný problém s tím, co obdržíme na talíři (dobré jídlo, zajímavé kombinace, vždy nějaká časově omezená specialita, standardní porce) => to vše za adekvátní peníze vůči místu, prostředí a kvalitě jídla",jídla,positive
"Maso celkem tuhé, i s bramborou nedochucené, carpaccio také neslané, zato velemastné",bramborou,negative
"A podle ní si máme vouchery reklamovat na slevomatu, kde jsme voucher objednali",voucher,neutral
"Jídlo bylo výborné, cena je super, donáška byla velmi rychlá, jídlo chutné a moooooooooc milá obsluha :-))))",Jídlo,positive
"Degustační menu exkluzivní: terinka z holoubátek - výborné, hovězí jazyk na celerovém salátu - famózní, lanýžové gnocchi se šampaňskou omáčkou - výborné, chilský sea bass - výborné, telecí líčka na červeném víně - výborné, jehněčí kolínko - super exkluzivní, cheesecake - mňam, mňam, mňam",chilský sea bass,positive
Obsluha - takové malé tlusté arogantní prase za barem,Obsluha,negative
"Prostory super, využili jsme i pěknou zahradu s grilem.",grilem,positive
Jídlo velmi kvalitní příjemná obsluha a dnes to bylo dokonce s českou básničkou k přípitku =),Jídlo,positive
"Možná bych i ráda osobně poznala kuchaře či kuchařku, která si vezme na vědomí, že na restauraci dřív nebo později poddá někdo trestní oznámení",kuchaře,negative
"Myslím že to svědčí za vše, servírky se tam střídají, protože se tam k nim chovaji jako k prasatum, jednou jsem tam byla svědkem když nějakej provozní, nebo co to bylo, servírce nadával do krav a debilů.",provozní,negative
Nejlepší pizza v Brně a okolí! Vřele doporučuji!,pizza,positive
"Kafe, po těch byliiných limonádách se mi mos stýká, celkem 850,- Kč.",byliiných limonádách,positive
"Hrůza !!! Ať si radši aktualizují internetové stránky !!! Na internetu napsané úplně jiné ceny než v jídelním lístku, který je navíc nepřehledný !!! A o obsluze škoda mluvit !!!! TUTO RESTAURACI ROZHODNĚ NEDOPORUČUJI !!!",RESTAURACI,negative
"A TÍMTO VYZÝVÁM MAJITELE, A´T ZDE NAPÍŠE VYJÁDŘENÍ K NÍŽE UVEDENÝM PROBLÉMŮM",MAJITELE,negative
"Hruza, des, nikdy vice! Meli jsme s pritelem voucher na pikantni toast, rumpsteak a lahev vina",vina,negative
"Jídlo a personál absolutně bezvadné někdy to bylo od personálu až moc vlezlé jak se každé 2-3 minuty ptají jestli je vše v pořádku a jestli něco nechybí apod, ale to už záleží na každém.",personál,positive
"Ovšem co se týče dipů - dovolím si říci, že ani jeden nebyl dělaný - všechny byly dle mého názoru koupené již hotové - od toho se odvíjela i jejich téměř nepoživatelná chuť",dipů,negative
Dnes jsem tam byla po delší době na obědě - a naprosto super! Jídlo bylo vynikající na závěr perfektně uvařen espresso,obědě,positive
Obsluha namyšlená.,Obsluha,negative
Pizzerii již určitě nenavštívím a nedoporučuji ji ani nikomu ze svých známých - raději ať se jí obloukem vyhnou a zkusí to jinde (např. PizzaCompany dělá výbornou pizzu za skvělé ceny - zde jsem byl vždy spokojen).,Pizzerii,negative
"Pokud nechcete riskovat že bude plno, je pro vás tato služba ideální",služba,positive
"Rozhodně bylo jídlo dobré, ale na mě byly chutě až moc překombinované",jídlo,positive
"Taky si dejte pozor na menu, ve kterém je sice napsáno, že všechna jídla mají stejnou cenu, není tomu tak, budete nepříjemně překvapeni při placení.",menu,negative
Včera jsme byly s manželem na večeři a restauraci navštívíme znovu,restauraci,positive
"Tesili sme se na zebra a museli sme je vratit protoze to co sme dostali byl kousek masa s blanou, zebra to teda urcite nebyla.",zebra,negative
"Kvalita jídla podprůměrná, obsluha hrozná a smeták s lopatkou, nedejbože hadr a vodu, asi v této restauraci vůbec neznají",obsluha,negative
"Vyborna restaurace, kdyz clovek ma chut na vice veci, ovoce, zelenina, sushi, cinske jidlo, najde si tu cokoliv za super cenu. Můžu jedine doporučit :)",cinske jidlo,positive
"Nechtejte to ani po kucharich a cisnicih, kteri pro vas behaji mnohdy i 13 hodin denne",kucharich,neutral
V hamburgeru byl jakysi malinky karbanatek a nejvyraznejsi bylo celkove rajce.,rajce,positive
"Měli jsme tam svatbu, vše perfektně připravené, výborný oběd: šunková rolka, polévka s játr. knedlíčky a svíčková - všem moc chutnalo.",oběd,positive
"Já jsem na žebrách našel masa tak pro pětiletého kluka a moje manželka měla steak skoro syrový, který nešel ani ukrojit",žebrách,negative
"Boli sme maximalne spokojny steak, lička na vine boli nebičko v papulke, personal velmi ochotný",personal,positive
"Velké zklamání oproti dřívějšku, prostředí je hezké, obsluha (samé holky) méně ochotné ,méně prozákaznické, pečivo jsme dostali samé patky a v ceně Couvert 18kč po dva, což jsem dluho neviděl ..u nás v Michli jdu do hospody, kde sice prostředí není tak hezké ale fakt dobře vaří...cena není tak vysoká a samozřejmě bez couvertu odcházím vzdy spokojený....takže spíše nedoporučuju",ceně,negative
"Jídlo výborný, obsluha skvělá a celkově jsem bzl spokojen",Jídlo,positive
"Zavítali jsme na voucher, jídlo celkem dobré (kuřecí a vepřové steaky), ale obsluha dost hrůza",obsluha,negative
"je tam dobrán atmosfera a ta kuchyně mňam,levné a výborníé jídlo ,a číšnici výborní a slušně oblečení a ochotní.",kuchyně,positive
"Nechci předpovídat špatné časy ale většina lidí v dnešní době otočí korunu dvakrát v ruce než ji vydá a ceny které Vám doporučil Polreich, v našich končinách nejsou obvyklé a pro obyčejné lidi těžko dostupné",ceny,negative
"Kdo má rád řecká vína, měl by rozhodně na ochutnávku někdy zajít",řecká vína,positive
"Ten byl sice výborný, ale rozesmálo nás, když nám číšník přinesl malou kostičku na obrovském talíři (a cena byla také super 55kč za kostičku)",kostičku,negative
"Ale váže... velmi dobrý přístup personálu, jídlo dobré, ale možná někdy moc ""divoké"".",personálu,positive
obsluha milá a veselá děkuji za dobrou práci,obsluha,positive
"Papírové prostírání se hodí do levné putiky, ale sem?",prostírání,negative
Nevkusný vydřidušský podnik - Rezervační doba - 28.10.2010 bylo online možné rezerovat nejbližší termín až 19.1. a to jen od 14.00 do 17.00,podnik,negative
"Do téhle restaurace chodím velmi rád,vždy výborna obsluha rychlá a milá,kuchaři super vaří,velmi dobré ceny a příjemné prostředí bez cigaretového smradu a není zde špína jako v některých jiných restauracích,číšnik vždy upraven ,jsem rád za takový pestrý výběr jídel VELMI DOPORUČUJI VŠEM,BUDETE SPOKOJENI",prostředí,positive
"Jídlo mají dobré,ale to čekání něco neskutečného.",Jídlo,positive
obsluha je opravdu KATASROFA !!!!!,obsluha,negative
Předkrm - pasta z lilků z nachos byla dobrá,pasta z lilků z nachos,positive
"Jidla byli dobre. To neni slane, je to normalni. a proto casto jime jidlo v restauraci.",Jidla,positive
"Jídlo skvělé, design restaurace krásný, obsluha velice příjemná. Mohu jen doporučit :)",restaurace,neutral
"Pivo je dobré a vypili bychom ho víc, jen obsluha nějak zapomíná nosit.",obsluha,negative
Absolutně neochotná obsluha.,obsluha,negative
"lidi co to tady pisete vy vubec nevite co vlastne pisete ja jsem tam pracovla pred nejakou dobou a vim o cem mluvim vse jidlo bylo zmrazene , zabijackove hody 2 tydny stare , kuchyn nikdo neresil ani ja ne s zduvodu proc bych to delal kdyz predemnou byl vzdy bordel a ocividne to majiitelum nevadilo maji podplacene i hygienu tak se neni co divit ze tam opravdu bordel je a salonky to jo ksefty jsou jen stoho , kdyz prijdete do restaurace na obed na veceri nikdo tam neni jen mozna max -3 LIDI",jidlo,negative
"Nebudu popisovat detaily, nevkusné vyzdobéné okolí i interiér, přístup profi personálu, který nedodá přípory a po dopití sklenky se po 10 min musíte dožadovat se zvýšeným hlasem pozornosti číštíka, aby bylo možné objednat další nápoj - na dokreslení stačí asi toto: vývar studený, opravdu studený - s bohatou hrstí křupavé = nedovařené mrkve , a navíc jsem čekala domácí nudle - za 55Kč, o dalším už raději ne, mimo servis tohoto zařízení jsem jinak měla moc hezký den.",mrkve,negative
"všem doporučuji jídlo je bezva, obsluha fajň příjemná děvčata, byla jsem taky na živé hudbě, když jsme měli oslavu , byla to jízda......doporučuji",obsluha,positive
"Včera jsme navštívili tuto restauraci také na voucher a byli jsme moc spokojení! Jídlo bylo kvalitní a velmi chutné, steaky propečeny přesně dle našeho přání",Jídlo,positive
"Po dlouhých peripetiích a scénách kolem ostatních hostů, se kterými skutečně bylo zacházeno tak, jak je níže popsáno, bylo jídlo přineseno",jídlo,neutral
"Jak se říká, jaká provozovatelka, takovej manšaft a přístup.",provozovatelka,neutral
Šípkovou omáčku jsem už zažil mnohem lepší a koprovku co měla manželka bych raději nekomentoval a vzhledem k tomu že je vegetariánka ji chtěla bez masa.,masa,neutral
"Prostředí pěkné,čisté,vybavené, jídlo hrozné a o snídaních raději nemluvím.",snídaních,negative
Víno bylo také velmi dobré,Víno,positive
Moravský vrabec -báseň !!!!,Moravský vrabec,positive
"My jsme tam měli svatbu vloni a jíodlo bylo velmi dobré,číšnici až moc milí a uslužní,zajistili nám taky hudbu všichni naši hoste včetně babiček a tetiček chválili měkoučké masičko tří barev,polévka teplá a večer výborný raut",číšnici,positive
"Jako předkrm jsme si dali tatarák z lososa, jako další jídlo si dala přítelkyně kuřecí steak zapečený se třemi druhy sýra, já jsem si dal ramstek z argentinské roštěné s houbovou omáčkou a musím uznat, že kvalita jídla a perfektní chuť nám dala dobrou náladu pro náš romantický večer.",jídlo,neutral
"DĚKUJEME!!!Dobré jídlo i pití,,akce byla v salonku v restauraci moc lidí nebylo,ale to nic nemění na tom ,že tam dobře vaři personál je příjemný",restauraci,neutral
"Je vidět, že majiteli na restauraci záleží.",restauraci,positive
"Rozhodně však pořád hodnotím nadprůměrně, za tu cenu jsme se najedly velmi dobře a velký plus má u mě obsluha",obsluha,positive
"Navíc bych řekl, že díky časté nepřítomnosti majitele, který už nevaří, z toho personál řádně těží, gramáže ani kvalita neodpovídá tomu, co si objednáte a zaplatíte.",majitele,positive
"Máme dve psy, takže po příjezdu se kamarád šel zeptat zda-li můžeme se psy k venkovnímu stolu, odpověď zněla že ano ale musíme si hned objednat a jen jedno jídlo, bylo 20:50, než jsme tam vyrazili zjistili jsme si že mají do 22:00",jídlo,neutral
"hospůdku jsme navštívili 3x, poprvé jsme byli nadšeni, výborná paštika, domácí vývar a steak ze svíčkové vyborný, letos jsme byli úplně rozladěni, obsluha nepřirozená až vlezlá, jídlo na nový způsob dobré nebylo a líčka neočištěná s vrstvou tuku byla tragická, steak za tyto penize si dám kdekoli a pochutnám si určitě daleko lépe, příště si navštěvu rozmyslíme, sice reklama od p. Polreicha zafungovala, ale na jak dlouho, majitel by se měl zamyslet",vývar,positive
"Stane se někdy, že mají dost plno a musíme chvilku čekat ,ale to snad je normální ,že nemůžete příjíd do restaurace a hned být obslouženi.",restaurace,neutral
"lidi co to tady pisete vy vubec nevite co vlastne pisete ja jsem tam pracovla pred nejakou dobou a vim o cem mluvim vse jidlo bylo zmrazene , zabijackove hody 2 tydny stare , kuchyn nikdo neresil ani ja ne s zduvodu proc bych to delal kdyz predemnou byl vzdy bordel a ocividne to majiitelum nevadilo maji podplacene i hygienu tak se neni co divit ze tam opravdu bordel je a salonky to jo ksefty jsou jen stoho , kdyz prijdete do restaurace na obed na veceri nikdo tam neni jen mozna max -3 LIDI",majiitelum,negative
"Pro představu a inspiraci pro čtenáře bych rád uvedl restauraci, která se snaží inspirovat Pohlreichem - Restaurace u Dudáka ve Strakonicích => jsme častými hosty a zatím jsme neměli nikdy závažný problém s tím, co obdržíme na talíři (dobré jídlo, zajímavé kombinace, vždy nějaká časově omezená specialita, standardní porce) => to vše za adekvátní peníze vůči místu, prostředí a kvalitě jídla",porce,positive
"Hrůza !!! Ať si radši aktualizují internetové stránky !!! Na internetu napsané úplně jiné ceny než v jídelním lístku, který je navíc nepřehledný !!! A o obsluze škoda mluvit !!!! TUTO RESTAURACI ROZHODNĚ NEDOPORUČUJI !!!",jídelním lístku,negative
"Jídlo bylo dobré, jen mi přinesli něco jiného, než jsem si objednal.",Jídlo,positive
"Hlavně ve sředu zabijačka,vždy kupuji ppro mou manželku i domu je to super restaurace ,DOPORUČUJI VŠEM JE TO TADY VŽDY SUPER A HLAVNĚ SE CITITE JAKO V DOMACIM PROSTŘEDI,nejsou tady namyšlení jako jinde",zabijačka,positive
Zbytečně mnoho omáčky k porci bramborové kaše.,bramborové kaše,neutral
"hledali jsme nabidku jidel na webu a nasli tohle... Uplne nas to pobavilo a rozesmalo, jelikoz jsme tam uz parkrat o vikendu byli.",jidel,neutral
"Od přijetí po obsluhu naprosto vzorně profesionální, což platí pro oba obsluhující paní i pána",obsluhující,positive
"Předkrmy, carpaccio a krevety výborné, propečení steaků trefeno přesně (medium a medium-rare), a to hlavní, maso bylo chuťově skvělé, nemělo moc tukového krytí (za což byl přítel rád), ale přesto výrazné chuti.",steaků,positive
Vlastním voucher na 1kg vepřové oháňky+další jídlo,jídlo,neutral
"Obsluha ok, na závěr proběhlo trochu delší čekání na účet, ale i tak jednoznačně převažuje dobrý dojem.",Obsluha,positive
"Občerstvení jsem měl gratis,protože jsem privez pivní spec.od nas na ochutnání.",Občerstvení,neutral
"Mohu jen doporučit, příjemná obsluha, jidlo výborné a ihned",jidlo,positive
"Skvělé jídlo, milá obsluha, vždy vřelé přivítání a příjemné prostředí. Chutná nám vždy a ceny na centrum bezvadné.",ceny,positive
"V restauraci Kulaták jsem byl s kolegy několikrát, to že je pivo vždy pod míru jsme si zvykli ( ostaní restaurace v okolí mají s mírou piva také problémy ), ale při poslední návštěvě nám bylo účtováno výrazně více piv než jsme vypili.",piva,negative
"Jsem spis gurman nez snob takže jdu za jídlem bez ohledu na cenu či prostředí a tady to je dnes především místo kam si zájede Pepík z Praglu protože je to mediálně zname,ceny jsou premrstene(s přihlédnutím k té gastronomické (ne)kvalitě)a v Praze pak muže machrovat jak si vyrazil do přírody,""skvěle"" se nazral a DOKONCE videl živou krávu a bucela",cenu,negative
"Měli jsme tam rodinnou oslavu, vše OK, příjemná obsluha, výborné jídlo",jídlo,positive
"Tak přátelé,co to jako je za podnik? Obsluha tragická, vedoucí arogantní a sprostý, jídlo- nejídlo,prostředí….. , :-) to mě fakt rozesmálo, takže všem doporučuji vyhnout se této restauraci vééélkým obloukem, to je hnus velebnosti !!!!",podnik,negative
"Jídlo bylo sice dobré, ale neskutečně předražené a velikost porce přímo směšná.",porce,negative
"Dneska jsme tam byli s přítelkyní na oběd, protože jsme tam už dříve byli, a byli jsme nadseni....dnes květáková polévka a pečené kuřecí stehno s kaší...za 98kč..polévka se dala ,ale to kuře bylo strašné...dvě malé pečené stehýnka...v Tescu asi za 8kč a bramborová kaše...nechutná...omáčka taktéž....",bramborová kaše,negative
"Velmi zajímavá kombinace mrkve, červené cibulky, papriky, okurky a čerstvého koriandru. 300,-/osoba.",čerstvého koriandru,neutral
"jen se mohu ztotožnit se všemi okolo, skvělá obsluha, skvělé jídlo bezva jen mám výtku k trhanci takhle jej neznám babička i ve Vídni jej dělala jinak a byl to trhanec ne piškot",obsluha,positive
"Ceny vyšší než v Imperiálu, nicméně mě zaráží to, že pokud si restaurace zakládá na steacích, měl by kuchař být schopen přesně poznat, jak je maso uvnitř propečené",maso,neutral
Nejradši mám kachnu na jakékoliv způsob.,kachnu,positive
"Nyní se to zvedlo o dvacku to by se ještě dalo, ale stále ta obsluha na úrovni 4 cenové bez větráku.",obsluha,negative
"V neděli 29.7. jsem navštívil s rodinou restauraci Na Scestí s dvěma vouchery na ""masovou baštu",vouchery,neutral
"Další jídlo ROLÁDA Z HOVĚZÍHO PUPKU s pečenou bramborou s křenovým dipem a omáčkou z pečeného česneku, to je zejména mini kousek masa a obr brambora.",jídlo,neutral
"Vrcholem původně příjemného odpoledne bylo, když se zřejmě majitel restaurace rozhodl, že nám zpestří den tím, že nám začne vykládat o prestiži restaurace v polovině oběda",restaurace,neutral
"Divím se, že majitel nečte recenze na svou restauraci a neřeší problémy s kuchařem jedné směny, které se tyto problémy týkají",kuchařem,negative
"Obsluha dobrá, příjemná, ale jídlo dobré nebylo.",Obsluha,positive
Dali jsme si krásně vychlazenou Plzničku.,Plzničku,positive
"No a na vouchru napsané - grilovaná zelenina, tak to byla síla",vouchru,neutral
"Opravdu slabé,a ještě vám dají bůhví jaké sake aby měli od vás pokoj.",sake,negative
"Tak katastrofální čínskou restauraci jsem ještě neviděla, hodnotím all you can eat - všechno jídlo studené - asi ještě od oběda; žádné popisy, co to vlastně mělo být; maso tuhé a suché; smažené banány, kuře, am. brambory a krokety hozené do jedné mísy.",maso,negative
"Staršná obsluha, arogantní chování, neznalost (nejdříve jsme dostali polévku pak teprve předkrm....zamoměli na něj),čas. rozestup mezi polévkou, předkrmem, hl.jídlem byl 30minut, kvalita jhídla děsná, tvrdé pečivo a nakonec nás pořádně okradli.ROZHODNĚ NEDOPORUČUJI!!!",jhídla,negative
Skvela restaurace a jeste lepsi jidlo,jidlo,positive
"Prostředí pěkné,čisté,vybavené, jídlo hrozné a o snídaních raději nemluvím.",Prostředí,positive
